Reinoud Maex,"A mechanism for ATP homeostasis based on activity-dependent synthesis and release of neurotransmitter","20241016-a-mechanism-for-atp-homeostasis-based-on-activity-dependent-synthesis-and-release-of-neurotransmitter.rst",0,0,0,0,1
Mohammad Tayaraninajaran,"An ensemble learning algorithm for optimization of spark ignition engine performance fuelled with methane/hydrogen blends","20241119-.rst",2024-11-22,0,0,0,1
Nada Yousif,"Optimising burst based deep brain stimulation in a population model of Parkinson's disease and Tremor","20241209-.rst",2024-12-13,0,0,0,1
